,제목,장소명,장소설명,주소
4848,열여덟의 순간,환일고등학교,드라마 안에서 주인공들이 다니는 천봉고등학교'로 등장한다,서울특별시 마포구 환일길 47
4849,열여덟의 순간,반포대교,최준우(옹성우) 자전거를 타고 2화에서 이 다리를 건너 아버지의 집으로 향한다.,서울특별시 서초구 반포동 반포대교
4850,열여덟의 순간,CU 방배지인점,1회에서 최준우(옹성우)가 아르바이트를 신청하기 위해 이 편의점에 온다.,서울특별시 서초구 방배로43길 37
4851,열여덟의 순간,마를리,1회에서 유수빈(김향기)은 친구들과 방과 후 카페에 찾아와 친구들과 수다를 떨고 있다.,서울특별시 성동구 연무장길 47
4852,열여덟의 순간,동호대교,1회에서 최준우(옹성우)가 탄 트럭이 이 다리를 건너는 모습이 보인다.,서울특별시 성동구 옥수동
4853,열여덟의 순간,무니,"여기는 최준우(옹성우)와 유수빈(김향기)는 12회에서 두 사람은 데이트를 위해 이 카페 옥상에 왔는데, 준우가 키스를 하려고 하자 수빈의 아버지가 전화를 한다.",서울특별시 용산구 신흥로20길 37
4854,열여덟의 순간,평창동 맨션 446-14,마휘영(신승호)의 집으로 나온다.,서울특별시 종로구 평창32길 17
4855,열여덟의 순간,삼경빌딩,12회에서 그는 그녀에게 이혼을 요구하지만 그녀는 이를 거절한다.,서울특별시 중구 필동로 53 라비두스 별관 3층/루프탑
4856,열여덟의 순간,용현1.4동,1화에서 최준우(옹성우)가 이 건물 밖 도로에서 트럭에 올라타 그 건물을 지나친다.,인천광역시 미추홀구 수봉남로18번길 81-22
4857,열혈사제,쁘띠프랑스,김남길이 금새록에게 알려준 증인의 위치,경기도 가평군 청평면 호반로 1063
4858,열혈사제,쁘띠프랑스,10~11회에서 '가평의 프랑스 마을'로 등장한 이 공원. 김해일(김남길)은 승이 두 사람의 경호원과 맞서 싸우는 순간에 찾아온다.,경기도 가평군 청평면 호반로 1063
4859,열혈사제,청아공원기독교전용관,12회에서 구대영(김성균)은 그의 오랜 파트너 영천의 기일을 만나기 위해 이곳에 온다.,경기도 고양시 일산동구 은마길 129
4860,열혈사제,킨텍스로 육교,"38회 초반, 결연한 김해일(김남길)이 이 고가도로를 걸어 이중권(김민재)과 맞붙는다.",경기도 고양시 일산동구 장항1동 킨덱스로 1043-1
4861,열혈사제,아소산 일산본점,14회에서 구대영(김성균)이 아버지 이(정동환)의 죽음에 연루된 사람들의 네트워크와 그 배경을 간략하게 소개할 때 이곳은 남석구(정인기)의 집으로 등장합니다.,경기도 고양시 일산동구 정발산로 128
4862,열혈사제,일산호수공원,40회에서 김해일(김남길)이 박경선(이하늬)과 함께 이 공원을 통해 자신을 비난하러 간다.,경기도 고양시 일산동구 호수로 731
4863,열혈사제,쉴낙원 김포장례식장,8화에서 이 건물의 내부는 바티칸의 모습으로 나타난다.,경기도 김포시 승가로58번길 7
4864,열혈사제,벽초지수목원,교도소 장면을 촬영한 수목원,경기도 파주시 광탄면 부흥로 242
4865,열혈사제,부산 차이나타운,김성균이 띠를 두루고 배회한 거리,부산광역시 동구 중앙대로179번길 1
4866,열혈사제,대영로243번길,이 거리는 극 중 파트너 형사 구대영(김성균)과 서승아(금새록)의 주 관할로 부분적으로 등장한다.,부산광역시 동구 중앙대로195번길 14
4867,열혈사제,유정한우소곱창,김성균과 금새록이 함께 곱창을 먹은 장소,서울특별시 노원구 노해로85길 10-2 
4868,열혈사제,망원한강공원,5화에서 김해일(김남길)은 국정원 시절 동료였던 성산대교 근처 공원에서 만난다.,서울특별시 마포구 마포나루길 467
4869,열혈사제,CJ ENM,"이영준 신부(정동환)의 장례식을 마치고 돌아오는 길, 김해일(김남길)은 6화에서 교회 동료들에게 이 건물 앞에 내려달라고 부탁한다.",서울특별시 마포구 상암산로 66
4870,열혈사제,CU 서교보석점,이곳은 드라마에서 김해일(김남길)과 박경선(이하늬)의 동네 편의점 'TQ24 플러스'로 등장한다.,서울특별시 마포구 월드컵로8길 27
4871,열혈사제,드림타워,11회에서 김성균과 서승아(금새록)가 이 건물 앞에서 그를 내려주는 모습이 그려졌다.,서울특별시 마포구 월드컵북로56길 19
4872,열혈사제,카페 웍소베러 잔다리 (구 카페 요호) ,김성균이 김남길에게 커피를 사준 카페,서울특별시 마포구 잔다리로 88
4873,열혈사제,화수목,이하늬가 한주그룹 김건용을 만난 중식당,서울특별시 마포구 창전로 70 
4874,열혈사제,운산,13회에서 정동자(정영주)와 강석태(김형묵)가 이곳에서 만난다.,서울특별시 영등포구 여의공원로 101
4875,열혈사제,차이룡,태국 청년 안창환이 근무하던 중식당,서울특별시 영등포구 영등포로36길 8
4876,열혈사제,국회의사당,14회에서 구대영(김성균)이 아버지 이(정동환)의 죽음에 연루된 사람들의 네트워크와 그 배경을 간략하게 소개할 때 박원무 의원(한기중)이 이 건물 앞에서 타격하는 모습이 보인다.,서울특별시 영등포구 의사당대로 1
4877,열혈사제,클럽메카,이 나이트 클럽은 열혈 사제 25-27 화에서 나이트 클럽 'Rising Moon'으로 등장합니다. 시민들의 부패와 착취가 만연한 가상의 구담구 권력 피라미드의 중심이자 사제 김해일(김남길)을 중심으로 부적합한 팀이 이곳에 온다.,서울특별시 용산구 녹사평대로 140 크라운호텔 지하1층
4878,열혈사제,서강껍데기 이촌점,37회에서 이중권(김민재)이 부하들과 이 식당에서 만난다.,서울특별시 용산구 이촌로 9
4879,열혈사제,고바우,김남길의 단골 술집으로 나온 기사식당,서울특별시 용산구 이촌로2가길 25
4880,열혈사제,서울혁신파크,지하에 5000억이 숨겨져 있던 대범무역,서울특별시 은평구 통일로 684
4881,열혈사제,비토가사진관,이영준(정동환)의 목격자 중 한 명으로  9화에서 사건이 벌어지고 있는 곳에서 김해일(김남길)과 그의 새 동료 구대영(김성균)이 그녀와 이야기를 나누기 위해 이곳에 온다.,서울특별시 종로구 창덕궁5길 8
4882,열혈사제,평창동북악정 본관,김남길과 김성균의 첫 공조 때 식사한 식당,서울특별시 종로구 평창동 평창36길 6
4883,열혈사제,중림동약현성당,열혈사제에서 구담성당으로 나온 성당,서울특별시 중구 청파로 447-1
4884,열혈사제,중림동약현성당,열혈사제에서 구담 크라흐로 등장하는 이 교회에서 이영준(정동환) 신부가 집전하고 있다.,서울특별시 중구 청파로 447-1
4885,열혈사제,소록도성당,1회에 김남길이 기도를 드렸던 바닷가 성당,전라남도 고흥군 도양읍 소록선창길 55
4886,열혈사제,돌산대교,김남길이 버스를 타고 지나간 다리,전라남도 여수시 돌산읍 우두리 816
4887,열혈사제,여수갯벌노을마을,김남길이 무당을 잡기 위해 뛰어다닌 바닷가,전라남도 여수시 소라면 서부로 785-24 장척마을회관
4888,엽기적인 그녀,화성행궁,8화에서 해명공주(오연서)를 보고 당황한 균우(주원)는 부끄러워 도망친다.,경기도 수원시 팔달구 정조로 825
4889,엽기적인 그녀,경복궁,4회에서 궁궐 정원을 산책하는 모습. 혜명과 현우는 자기 소개를 하지만 곧 인사를 하고 자리에서 일어나 서로를 알아보다가 왕자가 서로 아는지 묻는 말에 직접 말다툼을 한다.,서울특별시 종로구 사직로 161
4890,영광의 재인,주한앙골라대사관저,1회에서 김영광(안도규)의 아버지인 김인배(김인배)가 차를 몰고 집으로 가는 장면이 나온다.,서울특별시 성북구 선잠로2길 211
4891,영광의 재인,공세리성당,1화에서 젊은 윤재인(안은정)이 수녀들에게 입양되기 위해 이곳에 남겨진다.,충청남도 아산시 인주면 공세리성당길 10
4892,영혼수선공,코오롱레이크폴리스1차,은강병원 원장을 만났던 술집을 나온 뒤 취한 인동혁(태인호)은 아파트 로비(B동)에서 지영원(박예진)을 만나기 위해 찾아온다.,경기도 고양시 일산동구 호수로 606
4893,영혼수선공,한국소리터,31화에서 이시준(신하균)과 한우주(전소민)가 외출을 하는 모습이 그려졌다.,경기도 평택시 현덕면 평택호길 147
4894,영혼수선공,르챔버,인동혁(태인호)은 2화에서 은강병원 원장과 술자리에 초대된다.,서울특별시 강남구 도산대로55길 42
4895,영혼수선공,서울중앙지방법원,차동일(김동영) 4화(전편 2)에서 경찰 사칭 혐의로 재판을 받았지만 정신상태를 이유로 무죄를 선고받았다.,서울특별시 서초구 서초중앙로 157
4896,영혼수선공,소바식당 성수점,"지선과 친구인 한우주(정소민)는 이곳에 자주 와서 위로를 받고, 가끔 사람을 데려오기도 한다. 1화에서 연극 후배 두 명을 데리고 간식을 먹는다.",서울특별시 성동구 연무장7가길 6
4897,영혼수선공,키나,한우주(정소민)가 치료받는 '지영원 정신과'로 등장한다.,서울특별시 성북구 선잠로 46
4898,영혼수선공,한강철교 보행육교,한우주(정소민)는 진료소에서 지영원(박예진)에게 폭언을 퍼부은 후 목적 없이 계속 걸어가다 결국 이 고가도로에 이르게 된다.,서울특별시 송파구 신천동 262-3
4899,영혼수선공,서강대교,7화에서 이 다리 위의 차 앞에서 이시준(신하균)이 도움을 주기 위해 돌진한다.,서울특별시 영등포구 여의도동 서강대교
4900,영혼수선공,이랜드크루즈,9화(전체 5화) 회상회에서는 이시준(신하균)이 환자와 데이트를 하러 왔다.,서울특별시 영등포구 여의동로 280
4901,영혼수선공,녹사평 육교,6화에서 이시준(신하균)은 자신의 달리기 중 하나로 이 육교를 건넌다.,서울특별시 용산구 녹사평대로 195
4902,영혼수선공,가톨릭대학교 은평성모병원,1화(풀 1화)에서 정신과 의사 이시준(신하균)이 근무하는 은강병원의 배경이다.,서울특별시 은평구 통일로 1021
4903,영혼수선공,대학로11길,"1회에서 환자 차동일(김동영)이 '경찰관'으로서 이시준(신하균) 박사와 함께 이 거리를 순찰한다. 동일은 술에 취한 남자가 벽에 소변을 보는 것을 발견하고, 그를 막으려 한다. 술에 취한 남성은 결국 자신이 취하지 않았다고 주장하며 골목식당(19-6번)에 기댄다.",서울특별시 종로구 대학로11길 13
4904,영혼수선공,포시즌스호텔,25화(전체 13화)에서 이시준(신하균) 징계 청문회에서 은강병원 원장과 함께있다.,서울특별시 종로구 새문안로 97
4905,영혼수선공,덕수궁 돌담길,"10화에서 한우주(정소민)가 자신의 클리닉에서 지영원(박예진)을 향해 폭발한 뒤 이 거리를 정처 없이 걷는다. 그녀는 이곳에서 버스커들을 우연히 만나는데, 한국인은 그들이 공연하는 것을 볼 수 없을 정도로 괴로워한다.",서울특별시 중구 세종대로 99
4906,영혼수선공,파로그랜드,31화(전체 16화)에서 인동혁(태인호)과 지영원(박예진)이 이곳에서 회식을 하고 미국의 John Hopkins에서 1년 동안 배치된 것에 대해 그녀에게 알려준다.,서울특별시 중구 을지로5길 26
4907,예쁜남자,아난티 클럽 서울,10회에서 독고마테(장근석)는 귀지(김보라)와 이 식당에서 저녁 식사를 한다.,경기도 가평군 설악면 유명로 961-34
4908,예쁜남자,청아공원기독교전용관,독고마테(장근석)의 어머니가 이곳에 안장되어 있으며 벨아미 2화에서 영신이 그녀를 방문한다.,경기도 고양시 일산동구 은마길 129
4909,예쁜남자,일산호수공원,6회에서 독고마테(장근석)가 이 공원에서 그녀에게 더 이상 연락하지 않기로 했다.,경기도 고양시 일산동구 호수로 731
4910,예쁜남자,스포엔샤웨딩,예쁜남자 3회에서 독고마테(장근석)와 잭희(소유진)가 웨딩드레스를 찾는 모습,서울특별시 강남구 도산대로81길 16-6
4911,예쁜남자,그랜드 워커힐 서울,독고마테(장근석)의 고객인 대표 잭희(소유진)는 이 곳에 살고 있다.,서울특별시 광진구 워커힐로 177
4912,예쁜남자,홍대놀이터공원,김보통(이지은)은 2회에서 이곳에 벼룩시장 가판대를 차리고 데이비드 최다비드(이장우)는 그녀에게 모자를 산다.,서울특별시 마포구 와우산로21길 19-3
4913,예쁜남자,개미마을,1회에서 독고마테(장근석)는 이사 어머니와 함께 이 마을의 집에서 이사를 가기 전에 이곳에 머문다.,서울특별시 서대문구 세검정로4길 100-58
